x1, x2, x3, y
-0.77449, 1.41729, 0.19040, 2
-2.75285, 1.67498, -1.75349, 2
-0.14886, -2.91881, -2.05540, 1
1.36408, 1.30257, 1.79435, 0
2.57637, 2.68148, 1.88084, 0
0.65145, 1.13831, 1.72188, 0
-0.11013, 0.01723, -2.14320, 2
-2.51245, 1.27540, -0.33068, 2
1.32373, -0.44685, 1.41663, 0
2.31495, 1.14548, 1.51976, 0
0.73818, 0.40030, 1.42308, 0
-1.58545, -0.30644, -0.15468, 1
-1.93364, 0.21806, -2.16935, 1
-1.53484, -0.25801, -2.14728, 2
-1.22651, -2.24908, -1.95705, 1
-2.27248, -2.03310, -1.09179, 1
-2.88549, -1.56434, -0.64109, 1
-2.50662, -0.19922, -2.32946, 1
-0.97914, -3.19059, -1.38417, 1
0.56201, 1.22901, 0.60885, 0
-0.44892, -0.11400, -1.51743, 1
-0.34505, -2.24822, -1.04769, 1
-0.25217, 1.58089, -2.86723, 2
-1.39203, 0.01267, -0.72618, 1
-0.83679, 1.75100, -1.47573, 2
0.05015, 1.58198, 1.59318, 0
-2.09403, -1.56191, -0.57493, 1
2.11337, 1.57754, 1.20393, 0
-0.11298, 1.65821, 1.35817, 0
-1.29499, 1.44877, -1.50662, 2
2.20493, 0.83496, 4.02921, 0
2.11334, -0.45242, 2.13019, 0
1.23281, 2.34317, 1.47954, 0
-0.71673, 1.47565, -0.45135, 2
-2.47452, 3.54531, -2.65433, 2
0.10807, 1.53935, -0.63892, 0
-0.71458, 0.71335, -2.92703, 2
1.78410, 2.25025, 1.31329, 0
-0.69919, 1.85842, -1.50817, 2
-0.78998, 0.12647, 0.85926, 1
-1.42837, -0.40325, -2.15611, 2
0.15852, -2.36416, 0.62096, 1
1.09119, 2.40712, 1.39545, 0
-2.94001, -1.84085, -1.37589, 1
1.02885, 2.34150, 2.03467, 0
2.31301, -0.72658, -0.09471, 0
3.60761, 0.57789, 0.93232, 0
1.66446, 2.38239, 0.15057, 0
-1.67488, 0.35077, -1.61093, 2
-1.13223, 1.80024, -1.67976, 2
-1.10853, 1.23796, -1.82072, 2
-1.50068, -1.48371, -1.25969, 2
-0.54733, -0.54830, -1.80771, 1
-2.34031, -1.59108, -2.47645, 1
-0.34832, -0.83095, 0.54006, 1
-1.41385, -2.10264, -0.44949, 1
1.26116, 0.61481, 1.05310, 0
-1.28865, 0.73123, -2.62171, 2
-2.03087, -3.25289, -2.04223, 1
-2.38706, 2.40920, -1.54171, 2
-0.16461, 2.34140, 1.58156, 0
1.72587, -0.88176, 0.57838, 0
-1.01135, 2.11970, -0.80707, 2
-1.98793, -0.22789, -1.86135, 1
-3.78038, 0.84226, -2.04216, 2
1.89756, 1.06898, 1.37392, 0
-1.44535, 2.13556, -1.45528, 2
-2.69803, 1.84816, -2.26801, 2
-0.23946, 1.46981, -0.79051, 2
-0.07639, 0.78252, -1.03978, 2
2.19315, 2.81395, 1.01560, 0
-0.63520, 1.71437, -1.56698, 2
-2.86225, -1.59585, -1.57621, 1
1.34636, 0.78667, 1.19053, 0
-0.99052, -3.59579, -0.63278, 1
1.89251, 0.19296, 1.82480, 0
1.97163, 0.96181, 2.68750, 0
1.26046, 2.76810, 0.99002, 0
-0.83064, -3.24549, -1.26781, 1
-0.01150, 1.57862, -1.46695, 2
-1.75452, -1.29430, -0.64181, 1
-3.33790, 0.66899, -2.06654, 2
1.16690, 2.87477, -0.84969, 0
2.04670, 3.69894, 2.49165, 0
2.43794, 1.89605, 3.52227, 0
-2.66323, 1.12458, -0.83710, 2
-2.89493, 2.43621, -1.89847, 2
-2.09222, 1.38510, -1.72016, 2
-3.33107, 0.65000, -1.91882, 2
-0.95405, 1.71507, -0.91939, 2
-0.13924, -1.53180, -1.69087, 1
2.08047, 2.37488, 2.79727, 0
-0.87474, -2.92759, -1.61076, 1
-2.43047, -2.12195, -1.31751, 1
1.09659, 0.07015, 0.86461, 0
-0.71199, 0.48154, -1.83904, 1
-1.22255, -1.82550, -0.37337, 1
-1.88343, -0.64001, -1.20929, 1
-2.47410, 1.94058, -0.85198, 2
0.53884, 2.57290, 1.84936, 0
-3.28950, -0.26444, -3.40006, 1
-3.31269, 0.76726, -1.74807, 2
-0.85117, 2.19823, -0.80797, 2
3.25107, 2.94971, 2.06272, 0
0.08734, -0.94332, -1.76751, 1
3.53667, 2.21814, 0.81861, 0
-1.08216, -1.17792, -0.04222, 1
-0.22970, 0.11736, 0.22740, 1
2.93123, 2.41549, 2.99380, 0
-1.28701, -2.14004, -0.84860, 1
-1.15683, -1.70843, -2.92749, 1
-0.15266, 2.19661, 2.43603, 0
-2.22301, 2.47990, -1.64508, 2
-1.08672, -0.63958, -1.27497, 1
3.32655, 0.56267, 1.92253, 0
-0.83240, 2.66923, -1.61698, 2
-2.04589, -1.20930, -1.88233, 1
-2.28157, -0.80498, -2.74821, 1
-2.82573, 0.82899, -1.91137, 2
-3.01375, -2.42886, -0.65199, 1
-0.33474, 2.67862, 0.80220, 0
-1.73178, -0.83389, -1.21885, 1
-0.99774, 1.81768, -1.78897, 2
-0.58613, -0.93817, -1.36138, 1
-1.01972, 2.17296, -2.24570, 2
-1.47252, 2.22991, 0.62922, 2
-1.85896, 2.21035, -1.66430, 2
-3.97364, 1.55753, -3.29884, 2
0.12647, -0.25422, 2.18957, 0
0.03052, -0.38965, -0.62702, 2
-2.78631, -2.42003, -0.37353, 1
3.57689, 1.08986, 3.46631, 0
-2.44618, -0.57852, -0.52927, 1
1.41978, 2.08379, -0.24894, 0
0.02397, -3.64850, -1.85072, 1
-2.20581, -1.38401, -2.07043, 1
-1.91100, -2.14767, -2.29606, 1
2.35383, 1.27639, -0.52403, 0
-1.87608, -3.43606, 0.11186, 1
-0.42724, -0.72531, -1.20937, 1
-1.50229, 1.16526, -2.15202, 2
-0.37236, -0.78948, -2.78878, 1
2.98074, 1.40927, 4.60254, 0
1.46234, -0.32428, 0.86741, 0
-1.12451, 1.28429, -0.84323, 2
-2.43446, -0.21393, -1.46467, 1
-1.50704, -1.72271, -2.36612, 1
-2.07930, -2.11836, -1.90099, 1
-0.44989, -4.72090, -0.80839, 1
2.54517, 0.27897, 2.14752, 0
1.06963, 1.87137, 0.47643, 0
-2.94304, 0.63441, -0.58239, 2
-1.00038, -0.24356, -1.61808, 1
-1.44695, -1.28040, 0.04367, 1
1.58204, 0.70413, 1.45564, 0
-1.81195, 0.49303, -0.94586, 2
-3.27853, 2.44724, -1.60614, 2
-0.31794, 1.14891, -0.99574, 2
-1.54145, -2.15890, -1.59798, 1
-0.43319, -1.87631, -1.59197, 1
-2.32900, 2.03537, -2.49767, 2
-2.30756, 0.84290, -1.38391, 2
-0.72849, 0.71495, 1.15204, 0
0.89864, 3.63399, 1.58928, 0
-0.98519, 2.61078, -1.22766, 2
-0.97857, 0.16577, -1.44567, 2
-0.75977, 0.01258, -1.80935, 1
-0.66976, 1.37575, -1.85811, 2
2.90504, -0.66133, 0.21569, 0
-2.03681, 2.37942, -1.88983, 2
-1.83862, -2.05168, -2.29183, 1
-1.41458, 1.59945, -2.15953, 2
-0.24469, 0.94539, -2.27496, 2
2.53864, 0.01342, 0.74175, 0
-1.01400, 0.79287, -0.04428, 2
-1.15220, 0.14824, -0.70233, 2
0.03763, 0.83124, 0.37052, 0
1.24393, 1.87284, -0.73244, 2
0.40819, 2.73226, 0.75330, 0
-2.28160, 0.47767, -0.31587, 2
-2.04738, -1.32478, -0.94254, 1
-1.30167, 2.06324, -0.56304, 2
-0.79382, -0.71932, -2.58529, 1
-2.14545, -0.58011, -0.95959, 1
0.28037, 1.30502, -1.47467, 2
2.84862, 0.80691, 2.39739, 0
-0.89160, -1.19683, 0.96937, 1
-0.76504, 0.85279, -2.20236, 2
-2.25649, -0.30806, -2.19726, 2
-2.08738, 1.39242, -0.61951, 2
-2.57362, -3.29468, -0.77261, 1
0.11106, 1.37661, 1.90005, 0
1.32007, 2.15690, 0.82803, 0
-1.64047, 0.12218, -1.67906, 1
-0.97722, -2.35920, -0.85481, 1
-2.03031, 0.00310, -0.53081, 2
-1.57806, -1.48134, -0.99516, 1
1.14285, -0.49301, -0.47798, 0
-1.80421, 0.20282, -2.40315, 2
-2.01275, -1.29888, -1.15476, 1
-1.87846, -1.22298, -1.54523, 1
-1.81040, 1.48536, -0.71338, 2
-0.68642, 1.41959, -2.27969, 2
2.14746, 2.73711, -0.22047, 0
0.78252, 1.31463, 0.44759, 0
-0.67562, 1.09601, -2.52455, 2
-4.18641, 2.89510, -2.64939, 2
0.45135, 1.13927, 3.25577, 0
1.11010, 0.16319, 1.71359, 0
-1.86403, 2.15719, -3.32256, 2
-3.81741, 2.07445, -3.74735, 2
-2.22903, 1.13700, -1.91643, 2
-2.74803, 0.84691, -1.58582, 2
1.70994, 3.80302, 1.01672, 0
-2.77697, 1.34420, -2.33458, 2
-0.03697, 2.84180, 0.70194, 0
0.28091, 1.89827, 2.82871, 0
-1.91231, 0.44745, -2.93225, 1
0.27893, 0.73266, 0.09509, 0
-0.19648, 2.46982, 0.01897, 2
-3.06628, -1.27162, -1.65671, 1
-1.30936, 1.78374, 0.11068, 2
-1.13354, -1.82731, -1.61836, 1
2.26316, 2.22338, 3.28357, 0
2.01570, 1.03047, 2.83171, 0
-1.77625, 1.38375, -3.93013, 2
-0.36373, 0.57137, 3.62171, 0
-1.33643, 0.83267, -0.08962, 2
-0.95462, 0.27896, -0.62900, 2
-1.91025, -2.22096, -3.18198, 1
1.44912, 1.93729, 0.63877, 0
-2.67020, -1.64115, -0.15580, 1
-1.55814, -0.15953, -1.56733, 1
-2.28021, -0.52728, -0.49418, 1
1.26366, -2.44805, -1.75149, 1
0.19127, 0.94452, 1.37000, 0
2.27833, 0.83021, 1.45949, 0
2.43234, -0.10570, 1.42659, 0
-0.77676, 0.14332, -0.67564, 2
1.36927, 1.18558, 1.43771, 0
0.95998, 1.64773, 2.07559, 0
-1.84857, 1.79866, -2.00035, 2
2.78425, 0.94920, 0.19803, 0
0.11758, 1.26713, -1.47522, 2
-1.63119, -1.46161, -2.36104, 1
0.70436, 1.01310, 0.62730, 0
-1.71994, -0.97313, -1.34601, 1
3.90286, 3.09647, 1.44179, 0
0.57419, -0.76081, -0.32315, 1
1.80733, 3.57035, 2.36205, 0
-0.81926, 2.15883, -0.22734, 2
-0.94495, 2.31199, -0.53681, 2
-1.24327, 1.01518, -1.69987, 2
-0.77565, 2.42352, -2.57055, 2
-3.16946, 2.97272, -0.51974, 2
2.81471, 2.17312, 0.29143, 0
2.36139, 0.50019, 0.79310, 0
-1.09683, 0.53887, -1.29239, 1
-1.56796, 0.22173, -2.39767, 1
-2.11555, 0.66837, -1.68931, 2
0.69152, 0.63565, 0.56166, 0
-0.13876, 1.60836, -0.37416, 2
-1.44040, 0.16955, -2.14727, 2
-2.48635, -1.55803, -1.37016, 1
-0.95641, -1.59778, -2.45762, 2
-2.53002, -0.47326, -2.32009, 1
-2.00883, 0.76453, -0.91201, 2
-3.04444, 1.28278, -2.11775, 2
2.46806, 0.80239, 2.64378, 0
-0.74461, 0.09938, -2.31559, 2
1.47079, 1.87966, 0.80004, 0
-2.00636, 1.18420, -1.79231, 2
-1.35827, 2.58916, -0.66444, 2
0.73616, 1.71719, 2.31298, 0
-0.60125, 1.34626, -3.34186, 2
-0.40368, -0.87400, -2.22848, 1
-1.28566, 1.56866, -0.71027, 2
0.75089, 1.75292, -0.52540, 0
1.30303, -0.72410, 0.00239, 0
0.44842, 2.01103, -1.27125, 2
-2.72415, -1.76116, -0.98512, 1
-2.37414, -0.85481, -2.42063, 1
1.50831, 0.74470, 0.94864, 0
-1.57807, -2.68134, -0.83022, 1
-2.06042, 1.27687, -1.96637, 2
-2.84076, -2.27556, -2.38903, 1
-0.17033, 1.58271, -2.62349, 2
-3.03497, 0.30495, -1.63195, 2
-1.72254, 0.48461, -1.83088, 1
-1.96197, -2.39047, -1.03986, 1
-1.52404, -1.74320, -3.26998, 1
-1.23911, 1.65625, -2.08000, 2
1.23383, 1.54039, 2.01919, 0
1.11051, 2.16667, 2.38761, 0
1.28824, 1.02355, -0.37396, 0
-1.37055, 0.32533, -1.46746, 2
0.61431, 1.20064, 1.98414, 0
-1.50897, 1.91354, -1.49744, 2
0.40543, 1.81221, 4.08235, 0
-0.71192, -1.46646, -2.51269, 1
0.14468, -2.64726, -1.85191, 1
-2.03643, 3.01383, 0.04477, 2
-1.89272, 0.16460, -2.49903, 2
-1.45674, 0.31945, -1.26503, 2
1.34916, 1.69305, 1.77320, 0
-3.49497, 2.13023, -1.50633, 2
-1.30197, 1.78724, 0.22867, 2
1.10449, 2.16201, 1.02062, 0
1.44821, 2.89401, 2.84855, 0
0.43439, 1.77171, 1.36771, 0
0.16687, 0.18158, 0.34458, 0
-2.97308, -1.68958, -1.43719, 1
-2.26426, -2.36742, -1.68492, 1
2.01864, 1.48203, 2.08768, 0
-1.42874, -1.97725, -0.46225, 1
0.59706, 1.78290, 1.74204, 0
-1.10582, 2.60014, -1.12988, 2
0.02887, -1.29680, -2.39083, 1
1.25061, 0.59647, 0.66683, 0
-2.74500, -1.87422, -1.12434, 1
-3.05091, 0.68609, 0.34229, 2
1.79564, -0.25051, 0.77908, 0
1.70508, 1.47466, 1.93150, 0
-3.35895, -0.51736, -0.33817, 1
-1.39482, -1.83573, -2.25674, 1
0.22912, -0.35690, 2.51927, 0
-1.44146, 1.06357, -1.35525, 2
-1.46762, -1.15823, -0.77844, 1
2.79712, 1.71219, 2.92399, 0
2.72391, 2.76528, 1.34536, 0
-2.68066, -2.39767, -3.82793, 1
-1.40119, 0.74379, 0.25760, 2
-2.48246, 2.26013, 0.21588, 2
-1.33642, -1.66190, -0.91292, 1
1.14767, 0.12492, 1.85501, 0
-0.32241, 2.37318, -2.75980, 2
1.43003, 0.75761, -0.26907, 0
-3.01930, 1.64437, -2.77132, 2
-1.29073, -3.65764, -3.01870, 1
1.85021, 2.23427, -0.15719, 0
-1.58089, -2.14454, -1.91644, 1
-1.54491, 1.86287, 0.96318, 2
-1.05155, -0.08354, -1.85725, 1
-2.25740, -2.53141, -0.35544, 1
-0.63778, -3.98108, 0.12387, 1
-0.76085, -2.01027, -3.18002, 1
-0.87222, 0.75357, -0.70835, 2
2.55213, 2.40907, -0.06249, 0
-1.81562, -2.17484, -1.62882, 1
-0.57423, -1.92865, -1.14241, 1
-2.31008, 0.82770, -0.35965, 2
-2.18265, -3.23143, -3.41027, 1
-2.74098, 1.26541, -3.33630, 2
-2.19914, -2.86276, -1.34077, 1
-2.99253, -2.16789, -3.22535, 1
1.30020, 1.05758, 3.61096, 0
2.50168, 1.41532, 1.70484, 0
-0.91755, -2.20773, -1.18688, 1
2.66728, 1.67521, -0.13342, 0
-1.77890, 1.93867, -0.21428, 2
-0.83046, 2.07930, -2.40185, 2
-1.73649, 1.76289, -1.24341, 2
2.38199, 0.51592, -0.67296, 0
1.30307, -0.89105, 2.73261, 0
-1.32851, 0.48191, -0.93030, 2
3.02665, 2.77791, 2.21156, 0
-0.13012, 1.66926, -1.76253, 2
0.27869, -0.47589, -0.65177, 1
-0.82784, -3.73751, -2.26135, 1
0.67989, 0.61638, 3.22621, 0
-2.87828, -1.87466, -1.38132, 1
-0.47214, 2.31130, 0.75427, 2
-0.34905, 1.62558, 0.88716, 0
2.66021, 1.05787, 1.80735, 0
2.07453, 0.78990, -0.26676, 0
-1.22020, -2.55881, -1.24989, 1
-2.15942, -1.66019, -3.26969, 1
1.47680, 2.74460, 2.37949, 0
0.96706, 1.78390, 1.44881, 0
-0.49059, -1.51820, -3.70453, 1
-0.50414, 2.39113, 0.10588, 2
-1.15808, 1.98040, -2.39542, 2
0.09134, -0.85924, -2.18579, 1
0.05801, 3.11852, 2.01365, 0
-4.79403, -0.28296, -3.02121, 2
-2.16380, 3.64607, -1.01191, 2
-1.82544, 0.03752, -1.27336, 2
-2.49598, -1.35830, -2.96042, 1
-1.12760, 1.68537, -0.94590, 2
-1.20000, 0.73720, -0.98737, 2
-2.28555, 1.32239, -2.04832, 2
-1.16931, 1.94277, -1.80850, 2
-2.36807, 2.23048, -0.57453, 2
1.26887, 1.45727, 1.05460, 0
-3.11625, 2.79808, -0.37456, 2
-1.89403, 0.53612, -1.46109, 2
-1.03430, -2.38243, -2.17962, 1
-1.26223, -0.21723, -0.57170, 2
1.62784, 1.05673, 1.22664, 0
-2.36789, -0.43351, -1.63081, 1
-1.61956, -0.95907, -1.41663, 1
0.29546, 1.52557, -2.49891, 2
2.81776, 1.31042, 1.64696, 0
-1.00670, -2.67248, 0.43451, 1
2.18435, -1.21171, 1.15939, 0
0.08257, -1.55270, -1.99840, 1
-0.43654, 2.23261, -1.08760, 2
2.49018, 0.61979, 1.61818, 0
1.58315, 0.38558, 2.20530, 0
0.21345, 2.00980, 3.12069, 0
